band_name,study_city_label,claimed_formation_place,origin_review_status,origin_alignment,origin_evidence_url,origin_confidence,spotify_id,spotify_name_prior,spotify_expected_name,musicbrainz_id,wikidata_id,catalogue_source,selection_source,notes,uk_population_rank,fua_code,official_fua_name,population_year,population,territorial_definition,source_dataset_url,catalogue_review_ready,band,city,spotify_name,monthly_listeners,followers,world_rank,stats_extracted_at_utc,source,source_access
Nightmares on Wax,Leeds,Leeds,reviewed,existing_catalogue,https://musicbrainz.org/artist/b8c5cc4f-239f-4e02-b46f-b040b77c2030,high,4tNxq9NGKTKaX8OkZBLgf0,Nightmares On Wax,Nightmares on Wax,b8c5cc4f-239f-4e02-b46f-b040b77c2030,,reused balanced 100-band catalogue,agent_addition,,4,UK003F,Leeds,2024,3070506,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Nightmares on Wax,Leeds,Nightmares On Wax,1820888,556692,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Sisters of Mercy,Leeds,Leeds,reviewed,existing_catalogue,https://musicbrainz.org/artist/553d8166-27b0-49fe-b8e4-89a984e2c375,high,4HxBVyHaUa60eCSsJWxwWR,Sisters of Mercy,Sisters of Mercy,553d8166-27b0-49fe-b8e4-89a984e2c375,,reused balanced 100-band catalogue,existing_shortlist,,4,UK003F,Leeds,2024,3070506,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Sisters of Mercy,Leeds,Sisters of Mercy,994856,771147,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Soft Cell,Leeds,Leeds,reviewed,existing_catalogue,https://musicbrainz.org/artist/7fb50287-029d-47cc-825a-235ca28024b2,high,6aq8T2RcspxVOGgMrTzjWc,Soft Cell,Soft Cell,7fb50287-029d-47cc-825a-235ca28024b2,,reused balanced 100-band catalogue,existing_shortlist,,4,UK003F,Leeds,2024,3070506,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Soft Cell,Leeds,Soft Cell,5766246,869007,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Cult,Leeds,Leeds,reviewed,existing_catalogue,https://en.wikipedia.org/wiki/The_Cult,high,49DW3KvkyjHO35mK1JnSyS,The Cult,The Cult,8846e4ff-0c19-4af2-872b-7a8dc7497f68,,reused balanced 100-band catalogue,popularity_first_replacement,Wikipedia gives Bradford within Leeds FUA while MusicBrainz gives London; retained under the audited popularity-first decision and replaces The Mekons.,4,UK003F,Leeds,2024,3070506,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Cult,Leeds,The Cult,2277310,852449,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Wedding Present,Leeds,Leeds,reviewed,existing_catalogue,https://musicbrainz.org/artist/707622da-475f-48e1-905d-248718df6521,high,4tyCvqG48h4LdcbFfWBjR9,The Wedding Present,The Wedding Present,707622da-475f-48e1-905d-248718df6521,,reused balanced 100-band catalogue,existing_shortlist,,4,UK003F,Leeds,2024,3070506,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Wedding Present,Leeds,The Wedding Present,45749,65575,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Yard Act,Leeds,Leeds,reviewed,existing_catalogue,https://musicbrainz.org/artist/c69af97b-4d3b-4f72-9746-829b6b9d5f88,high,2h3ooJn8m8X8cL2g1BZ1Rd,Yard Act,Yard Act,c69af97b-4d3b-4f72-9746-829b6b9d5f88,,reused balanced 100-band catalogue,popularity_first_replacement,Replaces The Mission after comparison with the audited popularity-first catalogue.,4,UK003F,Leeds,2024,3070506,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Yard Act,Leeds,Yard Act,416371,155450,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Belle and Sebastian,Glasgow,Glasgow,reviewed,existing_catalogue,https://musicbrainz.org/artist/e5c7b94f-e264-473c-bb0f-37c85d4d5c70,high,4I2BJf80C0skQpp1sQmA0h,Belle and Sebastian,Belle and Sebastian,e5c7b94f-e264-473c-bb0f-37c85d4d5c70,,reused balanced 100-band catalogue,existing_shortlist,,5,UK004F,Glasgow,2024,1895840,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Belle and Sebastian,Glasgow,Belle and Sebastian,1141204,747098,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
CHVRCHES,Glasgow,Glasgow,reviewed,existing_catalogue,https://musicbrainz.org/artist/6a93afbb-257f-4166-b389-9f2a1e5c5df8,high,3CjlHNtplJyTf9npxaPl5w,CHVRCHES,CHVRCHES,6a93afbb-257f-4166-b389-9f2a1e5c5df8,,reused balanced 100-band catalogue,existing_shortlist,,5,UK004F,Glasgow,2024,1895840,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,CHVRCHES,Glasgow,CHVRCHES,4152413,1434807,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Franz Ferdinand,Glasgow,Glasgow,reviewed,existing_catalogue,https://musicbrainz.org/artist/aa7a2827-f74b-473c-bd79-03d065835cf7,high,0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,Franz Ferdinand,aa7a2827-f74b-473c-bd79-03d065835cf7,,reused balanced 100-band catalogue,existing_shortlist,,5,UK004F,Glasgow,2024,1895840,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Franz Ferdinand,Glasgow,Franz Ferdinand,10807735,3218082,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Primal Scream,Glasgow,Glasgow,reviewed,existing_catalogue,https://musicbrainz.org/artist/55704c38-224f-4b75-b29f-d43653f8bc9a,high,3wury2nd8idV4GecUg5xze,Primal Scream,Primal Scream,55704c38-224f-4b75-b29f-d43653f8bc9a,,reused balanced 100-band catalogue,existing_shortlist,,5,UK004F,Glasgow,2024,1895840,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Primal Scream,Glasgow,Primal Scream,1165795,590819,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Simple Minds,Glasgow,Glasgow,reviewed,existing_catalogue,https://musicbrainz.org/artist/f41490ce-fe39-435d-86c0-ab5ce098b423,high,6hN9F0iuULZYWXppob22Aj,Simple Minds,Simple Minds,f41490ce-fe39-435d-86c0-ab5ce098b423,,reused balanced 100-band catalogue,existing_shortlist,,5,UK004F,Glasgow,2024,1895840,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Simple Minds,Glasgow,Simple Minds,9628717,2504682,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Stealers Wheel,Glasgow,Glasgow,reviewed,existing_catalogue,https://musicbrainz.org/artist/63200203-e2c6-4081-8e0d-00c9732c6b6f,high,7bPU7cvfoD20ixGD9Qnqki,Stealers Wheel,Stealers Wheel,63200203-e2c6-4081-8e0d-00c9732c6b6f,,reused balanced 100-band catalogue,popularity_first_replacement,Formed in Paisley within Glasgow FUA; replaces Del Amitri after comparison with the audited popularity-first catalogue.,5,UK004F,Glasgow,2024,1895840,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Stealers Wheel,Glasgow,Stealers Wheel,5726001,253056,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Texas,Glasgow,Glasgow,reviewed,existing_catalogue,https://musicbrainz.org/artist/7289d10d-d8d2-41ff-8308-c56ec9346e07,high,5JsdVATHNPE0XdMFMRoSuf,Texas,Texas,7289d10d-d8d2-41ff-8308-c56ec9346e07,,reused balanced 100-band catalogue,agent_addition,,5,UK004F,Glasgow,2024,1895840,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Texas,Glasgow,Texas,2420479,572024,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Fratellis,Glasgow,Glasgow,reviewed,existing_catalogue,https://musicbrainz.org/artist/f4ad883e-9a92-45ed-a540-a49c2d1c36dd,high,3M4ThdJR28z9eSMcQHAZ5G,The Fratellis,The Fratellis,f4ad883e-9a92-45ed-a540-a49c2d1c36dd,,reused balanced 100-band catalogue,agent_addition,,5,UK004F,Glasgow,2024,1895840,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Fratellis,Glasgow,The Fratellis,4131358,958629,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Travis,Glasgow,Glasgow,reviewed,existing_catalogue,https://musicbrainz.org/artist/22a40b75-affc-4e69-8884-266d087e4751,high,3bUwxJgNakzYKkqAVgZLlh,Travis,Travis,22a40b75-affc-4e69-8884-266d087e4751,,reused balanced 100-band catalogue,popularity_first_replacement,Replaces Deacon Blue after comparison with the audited popularity-first catalogue.,5,UK004F,Glasgow,2024,1895840,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Travis,Glasgow,Travis,2884486,1176704,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Wet Wet Wet,Glasgow,Glasgow,reviewed,existing_catalogue,https://musicbrainz.org/artist/45bbfc68-2523-49e4-96f7-d7d1c3d41aac,high,2u0gw0uCWBMiqV7h0N8kai,Wet Wet Wet,Wet Wet Wet,45bbfc68-2523-49e4-96f7-d7d1c3d41aac,,reused balanced 100-band catalogue,popularity_first_replacement,Formed in Clydebank within Glasgow FUA; replaces Mogwai after comparison with the audited popularity-first catalogue.,5,UK004F,Glasgow,2024,1895840,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Wet Wet Wet,Glasgow,Wet Wet Wet,2057236,614358,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
A Flock of Seagulls,Liverpool,Liverpool,reviewed,existing_catalogue,https://musicbrainz.org/artist/aaa436da-b331-4e58-a0fd-3d64d090c120,high,0uAjBatvB4ubpd4kCfjmNt,A Flock Of Seagulls,A Flock Of Seagulls,aaa436da-b331-4e58-a0fd-3d64d090c120,,reused balanced 100-band catalogue,agent_addition,,6,UK006F,Liverpool,2024,1597536,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,A Flock of Seagulls,Liverpool,A Flock Of Seagulls,4670482,774464,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Atomic Kitten,Liverpool,Liverpool,reviewed,existing_catalogue,https://musicbrainz.org/artist/6fda00c2-449a-4bf4-838f-038d41a07c73,high,6JMHws5haIO6V35YNYDnDw,Atomic Kitten,Atomic Kitten,6fda00c2-449a-4bf4-838f-038d41a07c73,,reused balanced 100-band catalogue,agent_addition,Formally eligible group; pop editorial review.,6,UK006F,Liverpool,2024,1597536,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Atomic Kitten,Liverpool,Atomic Kitten,2751716,525204,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
CamelPhat,Liverpool,Liverpool,reviewed,existing_catalogue,https://musicbrainz.org/artist/61314ff2-7b52-4296-a0b8-af61dc08bdd1,high,240wlM8vDrf6S4zCyzGj2W,CamelPhat,CamelPhat,61314ff2-7b52-4296-a0b8-af61dc08bdd1,,reused balanced 100-band catalogue,popularity_first_replacement,Replaces Gerry and the Pacemakers after comparison with the audited popularity-first catalogue.,6,UK006F,Liverpool,2024,1597536,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,CamelPhat,Liverpool,CamelPhat,6543464,572358,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Dead or Alive,Liverpool,Liverpool,reviewed,existing_catalogue,https://musicbrainz.org/artist/98720123-fcec-47be-9e88-29a310fb2942,high,5WWSL6rElJeUk3Uc1S2RyD,Dead Or Alive,Dead or Alive,98720123-fcec-47be-9e88-29a310fb2942,,reused balanced 100-band catalogue,agent_addition,,6,UK006F,Liverpool,2024,1597536,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Dead or Alive,Liverpool,Dead Or Alive,3275455,490402,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Echo & the Bunnymen,Liverpool,Liverpool,reviewed,existing_catalogue,https://musicbrainz.org/artist/ccd4879c-5e88-4385-b131-bf65296bf245,high,0fgYKF9Avljex0L9Wt5b8Z,Echo & the Bunnymen,Echo & the Bunnymen,ccd4879c-5e88-4385-b131-bf65296bf245,,reused balanced 100-band catalogue,existing_shortlist,,6,UK006F,Liverpool,2024,1597536,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Echo & the Bunnymen,Liverpool,Echo & the Bunnymen,2210172,1120606,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Frankie Goes to Hollywood,Liverpool,Liverpool,reviewed,existing_catalogue,https://musicbrainz.org/artist/c09c8263-40ef-4352-8031-e438b1ce68fc,high,1mZu3rO7qSD09GdDpePHhY,Frankie Goes To Hollywood,Frankie Goes to Hollywood,c09c8263-40ef-4352-8031-e438b1ce68fc,,reused balanced 100-band catalogue,existing_shortlist,,6,UK006F,Liverpool,2024,1597536,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Frankie Goes to Hollywood,Liverpool,Frankie Goes To Hollywood,2758706,960764,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Orchestral Manoeuvres in the Dark,Liverpool,Liverpool,reviewed,existing_catalogue,https://musicbrainz.org/artist/6d072aa8-c851-49c5-92f9-cbca05f4bed9,high,7wJ9NwdRWtN92NunmXuwBk,Orchestral Manoeuvres In The Dark,Orchestral Manoeuvres In The Dark,6d072aa8-c851-49c5-92f9-cbca05f4bed9,,reused balanced 100-band catalogue,popularity_first_replacement,Formed in Meols within Liverpool FUA; replaces The Lightning Seeds after comparison with the audited popularity-first catalogue.,6,UK006F,Liverpool,2024,1597536,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Orchestral Manoeuvres in the Dark,Liverpool,Orchestral Manoeuvres In The Dark,3287803,949812,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Beatles,Liverpool,Liverpool,reviewed,existing_catalogue,https://musicbrainz.org/artist/b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,high,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,The Beatles,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,,reused balanced 100-band catalogue,existing_shortlist,,6,UK006F,Liverpool,2024,1597536,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Beatles,Liverpool,The Beatles,37927636,32385954,137,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The La's,Liverpool,Liverpool,reviewed,existing_catalogue,https://musicbrainz.org/artist/ff3e88b3-7354-4f30-967c-1a61ebc8c642,high,47Z8LEl3LnQkcpva0xSthT,The La's,The La's,ff3e88b3-7354-4f30-967c-1a61ebc8c642,,reused balanced 100-band catalogue,existing_shortlist,,6,UK006F,Liverpool,2024,1597536,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The La's,Liverpool,The La's,5581915,320009,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Wombats,Liverpool,Liverpool,reviewed,existing_catalogue,https://musicbrainz.org/artist/e105c272-b5d7-4135-82ef-d60bded54345,high,0Ya43ZKWHTKkAbkoJJkwIB,The Wombats,The Wombats,e105c272-b5d7-4135-82ef-d60bded54345,,reused balanced 100-band catalogue,existing_shortlist,,6,UK006F,Liverpool,2024,1597536,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Wombats,Liverpool,The Wombats,2884656,1143548,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Field Music,Newcastle,Sunderland,reviewed,exact,https://www.wikidata.org/wiki/Q1411559,high,5P1tdwsQdI6z9MXXfmYRDS,,Field Music,,Q1411559,top-20 city candidate review,Wikidata and MusicBrainz,Sunderland is included in the Newcastle Functional Urban Area.,7,UK013F,Newcastle upon Tyne,2024,1221203,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Field Music,Newcastle,Field Music,10829,39708,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Lanterns on the Lake,Newcastle,Newcastle upon Tyne,reviewed,exact,https://www.wikidata.org/wiki/Q14158905,high,7sx3r4lMo079vO7lIi0fng,,Lanterns on the Lake,,Q14158905,top-20 city candidate review,Wikidata and MusicBrainz,,7,UK013F,Newcastle upon Tyne,2024,1221203,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Lanterns on the Lake,Newcastle,Lanterns on the Lake,43202,38093,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Lighthouse Family,Newcastle,Newcastle upon Tyne,reviewed,exact,https://www.wikidata.org/wiki/Q707351,high,6edGSAX5dVpeJVwu1Q0NwJ,,Lighthouse Family,,Q707351,top-20 city candidate review,Wikidata and MusicBrainz,,7,UK013F,Newcastle upon Tyne,2024,1221203,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Lighthouse Family,Newcastle,Lighthouse Family,2921952,660194,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Little Comets,Newcastle,Jarrow,reviewed,exact,https://www.itv.com/news/tyne-tees/2015-02-20/north-east-indie-group-little-comets-break-top-20,high,7cfhZmKaLWzNLwHDxzugUH,,Little Comets,,Q4166250,top-20 city candidate review,manual origin review,"ITV documents members from Jarrow and Washington; the frozen OECD crosswalk assigns South Tyneside, including Jarrow, to Newcastle FUA.",7,UK013F,Newcastle upon Tyne,2024,1221203,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Little Comets,Newcastle,Little Comets,47976,80242,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Maxïmo Park,Newcastle,Newcastle upon Tyne,reviewed,exact,https://www.wikidata.org/wiki/Q833332,high,048FBwXjFYBWxSggPDipic,,Maxïmo Park,,Q833332,top-20 city candidate review,Wikidata and MusicBrainz,,7,UK013F,Newcastle upon Tyne,2024,1221203,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Maxïmo Park,Newcastle,Maximo Park,411159,259584,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Newcastle,Newcastle upon Tyne,reviewed,exact,https://www.wikidata.org/wiki/Q93962241,high,1F7QDWyZTLGzkyGLgFjEhU,,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,,Q93962241,top-20 city candidate review,Wikidata and MusicBrainz,,7,UK013F,Newcastle upon Tyne,2024,1221203,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Newcastle,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,37035,72472,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Animals,Newcastle,Newcastle upon Tyne,reviewed,exact,https://www.wikidata.org/wiki/Q131422,high,3ICflSq6ZgYAIrm2CTkfVP,,The Animals,,Q131422,top-20 city candidate review,Wikidata and MusicBrainz,,7,UK013F,Newcastle upon Tyne,2024,1221203,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Animals,Newcastle,The Animals,12324330,2812173,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Futureheads,Newcastle,Sunderland,reviewed,exact,https://www.wikidata.org/wiki/Q141703,high,3TBfn8PtXr42OrTPaoC3E8,,The Futureheads,,Q141703,top-20 city candidate review,Wikidata and MusicBrainz,Sunderland is included in the Newcastle Functional Urban Area.,7,UK013F,Newcastle upon Tyne,2024,1221203,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Futureheads,Newcastle,The Futureheads,175654,108938,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Wildhearts,Newcastle,Newcastle upon Tyne,reviewed,exact,https://www.wikidata.org/wiki/Q4347440,high,6bz0ztmnpeofmoFksV3DqL,,The Wildhearts,,Q4347440,top-20 city candidate review,Wikidata and MusicBrainz,,7,UK013F,Newcastle upon Tyne,2024,1221203,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Wildhearts,Newcastle,The Wildhearts,25540,40815,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
